_id,Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Додатковий рівень,Категорія об’єкта,Назва об’єкта
18449,UA51000000000030770,UA51100000000095786,UA51100350000087099,UA51100350060059983,"",X,Ліски
18450,UA51000000000030770,UA51100000000095786,UA51100350000087099,UA51100350070026504,"",X,Світле
18451,UA51000000000030770,UA51100000000095786,UA51100370000040590,"","",H,Чорноморська
18452,UA51000000000030770,UA51100000000095786,UA51100370000040590,UA51100370010020298,"",M,Чорноморськ
18453,UA51000000000030770,UA51100000000095786,UA51100370000040590,UA51100370020027222,"",T,Олександрівка
18454,UA51000000000030770,UA51100000000095786,UA51100370000040590,UA51100370030024302,"",C,Бурлача Балка
18455,UA51000000000030770,UA51100000000095786,UA51100370000040590,UA51100370040097215,"",C,Малодолинське
18456,UA51000000000030770,UA51100000000095786,UA51100390000087217,"","",H,Чорноморська
18457,UA51000000000030770,UA51100000000095786,UA51100390000087217,UA51100390010035428,"",T,Чорноморське
18458,UA51000000000030770,UA51100000000095786,UA51100390000087217,UA51100390020055424,"",C,Гвардійське
18459,UA51000000000030770,UA51100000000095786,UA51100410000059549,"","",H,Южненська
18460,UA51000000000030770,UA51100000000095786,UA51100410000059549,UA51100410010044384,"",M,Южне
18461,UA51000000000030770,UA51100000000095786,UA51100410000059549,UA51100410020014405,"",T,Нові Білярі
18462,UA51000000000030770,UA51100000000095786,UA51100410000059549,UA51100410030040408,"",C,Білярі
18463,UA51000000000030770,UA51100000000095786,UA51100410000059549,UA51100410040077929,"",C,Булдинка
18464,UA51000000000030770,UA51100000000095786,UA51100410000059549,UA51100410050072160,"",C,Григорівка
18465,UA51000000000030770,UA51100000000095786,UA51100410000059549,UA51100410060029966,"",C,Кошари
18466,UA51000000000030770,UA51100000000095786,UA51100410000059549,UA51100410070022156,"",C,Сичавка
18467,UA51000000000030770,UA51100000000095786,UA51100430000081326,"","",H,Яськівська
18468,UA51000000000030770,UA51100000000095786,UA51100430000081326,UA51100430010028718,"",C,Яськи
18469,UA51000000000030770,UA51100000000095786,UA51100430000081326,UA51100430020092028,"",C,Троїцьке
18470,UA51000000000030770,UA51120000000021678,"","","",P,Подільський
18471,UA51000000000030770,UA51120000000021678,UA51120010000025020,"","",H,Ананьївська
18472,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010010049617,"",M,Ананьїв
18473,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010020011800,"",C,Амури
18474,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010030018173,"",C,Ананьїв
18475,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010040036042,"",C,Байтали
18476,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010050080978,"",C,Благодатне
18477,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010060015653,"",C,Бондарі
18478,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010070039177,"",C,Боярка
18479,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010080081502,"",C,Великобоярка
18480,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010090038644,"",C,Вербове
18481,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010100047673,"",C,Гандрабури
18482,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010110037141,"",C,Дружелюбівка
18483,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010120054827,"",C,Жеребкове
18484,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010130080813,"",C,Калини
19883,UA53000000000028050,UA53060000000045271,UA53060170000064030,"","",H,Краснолуцька
18485,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010140054420,"",C,Козаче
18486,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010150072851,"",C,Коханівка
18487,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010160091037,"",C,Кохівка
18488,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010170026897,"",C,Михайлівка
18489,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010180095902,"",C,Новогеоргіївка
18490,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010190096698,"",C,Новодачне
18491,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010200043805,"",C,Новоіванівка
18492,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010210057588,"",C,Новоолександрівка
18493,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010220099374,"",C,Новоселівка
18494,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010230069859,"",C,Пасицели
18495,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010240065846,"",C,Романівка
18496,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010250021721,"",C,Селиванівка
18497,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010260026199,"",C,Струтинка
18581,UA51000000000030770,UA51120000000021678,UA51120110000047677,"","",H,Куяльницька
18498,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010270078310,"",C,Точилове
18499,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010280098502,"",C,Шевченкове
18500,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010290044795,"",C,Шелехове
18501,UA51000000000030770,UA51120000000021678,UA51120010000025020,UA51120010300085080,"",C,Шимкове
18502,UA51000000000030770,UA51120000000021678,UA51120030000075494,"","",H,Балтська
18503,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030010033524,"",M,Балта
18504,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030020036554,"",C,Акулинівка
18505,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030030014418,"",C,Андріяшівка
18506,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030040028442,"",C,Бендзари
18507,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030050092312,"",C,Березівка
18508,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030060010972,"",C,Білине
18509,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030070023823,"",C,Борсуки
18510,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030080023813,"",C,Відрада
18511,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030090065411,"",C,Волова
18512,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030100015228,"",C,Гольма
18513,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030110099505,"",C,Євтодія
18514,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030120039843,"",C,Зелений Гай
18515,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030130048783,"",C,Кармалюківка
18516,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030140080463,"",C,Козацьке
18517,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030150047413,"",C,Коритне
18518,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030160065313,"",C,Крижовлин
18519,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030170072648,"",C,Лісничівка
18520,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030180043660,"",C,Мирони
18521,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030190072373,"",C,Мошняги
18522,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030200015805,"",C,Немирівське
18523,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030210041821,"",C,Новополь
18524,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030220093939,"",C,Обжиле
18525,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030230085646,"",C,Оленівка
18526,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030240084511,"",C,Пасат
18527,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030250062529,"",C,Пасицели
18528,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030260051793,"",C,Перейма
18529,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030270032224,"",C,Перельоти
18530,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030280065610,"",C,Петрівка
18531,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030290021918,"",C,Плоске
18532,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030300054539,"",C,Саражинка
18533,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030310079807,"",C,Семено-Карпівка
18534,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030320096857,"",C,Сінне
18535,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030330051910,"",C,Харитинівка
18536,UA51000000000030770,UA51120000000021678,UA51120030000075494,UA51120030340084518,"",C,Чернече
18537,UA51000000000030770,UA51120000000021678,UA51120050000071748,"","",H,Долинська
18538,UA51000000000030770,UA51120000000021678,UA51120050000071748,UA51120050010053289,"",C,Долинське
18539,UA51000000000030770,UA51120000000021678,UA51120050000071748,UA51120050020056114,"",C,Гребенюки
18540,UA51000000000030770,UA51120000000021678,UA51120050000071748,UA51120050030050253,"",C,Григорівка
18541,UA51000000000030770,UA51120000000021678,UA51120050000071748,UA51120050040089476,"",C,Канцурове
18542,UA51000000000030770,UA51120000000021678,UA51120050000071748,UA51120050050069047,"",C,Красне
18543,UA51000000000030770,UA51120000000021678,UA51120050000071748,UA51120050060081842,"",C,Олександрівка
18544,UA51000000000030770,UA51120000000021678,UA51120050000071748,UA51120050070052146,"",C,Трудолюбівка
18545,UA51000000000030770,UA51120000000021678,UA51120050000071748,UA51120050080072979,"",C,Флоринське
18546,UA51000000000030770,UA51120000000021678,UA51120070000097161,"","",H,Зеленогірська
18547,UA51000000000030770,UA51120000000021678,UA51120070000097161,UA51120070010025981,"",T,Зеленогірське
18548,UA51000000000030770,UA51120000000021678,UA51120070000097161,UA51120070020085780,"",C,Василівка
18549,UA51000000000030770,UA51120000000021678,UA51120070000097161,UA51120070030031792,"",C,Володимирівка
18550,UA51000000000030770,UA51120000000021678,UA51120070000097161,UA51120070040077387,"",C,Гвоздавка Друга
18551,UA51000000000030770,UA51120000000021678,UA51120070000097161,UA51120070050024217,"",C,Гвоздавка Перша
18552,UA51000000000030770,UA51120000000021678,UA51120070000097161,UA51120070060099145,"",C,Познанка Друга
18553,UA51000000000030770,UA51120000000021678,UA51120070000097161,UA51120070070093251,"",C,Познанка Перша
18554,UA51000000000030770,UA51120000000021678,UA51120070000097161,UA51120070080090513,"",C,Солтанівка
18555,UA51000000000030770,UA51120000000021678,UA51120070000097161,UA51120070090045781,"",C,Чабанівка
18556,UA51000000000030770,UA51120000000021678,UA51120070000097161,UA51120070100098617,"",C,Шликареве
18557,UA51000000000030770,UA51120000000021678,UA51120070000097161,UA51120070110057627,"",C,Ясенове Друге
18558,UA51000000000030770,UA51120000000021678,UA51120070000097161,UA51120070120075396,"",C,Ясенове Перше
18559,UA51000000000030770,UA51120000000021678,UA51120090000035170,"","",H,Кодимська
18560,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090010012317,"",M,Кодима
18561,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090020087034,"",C,Баштанків
18562,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090030053700,"",C,Будеї
18563,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090040078108,"",C,Грабове
18564,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090050045166,"",C,Загнітків
18565,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090060088330,"",C,Івашків
18566,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090070068595,"",C,Круті
18567,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090080083006,"",C,Лабушне
18568,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090090064299,"",C,Лисогірка
18569,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090100084577,"",C,Олександрівка
18570,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090110095605,"",C,Олексіївка
18571,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090120086720,"",C,Петрівка
18572,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090130079081,"",C,Пиріжна
18573,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090140030324,"",C,Писарівка
18574,UA51000000000030770,UA51120000000021678,UA51120090000035170,UA51120090150040959,"",C,Семенівка
